commit id,author,date,title,changed files,lines added,lines deleted,filenames
340a4ca4e,Svetlana Karslioglu,2022-09-19,Update,1,1,1,requirements.txt  
d7524ffab,Svetlana Karslioglu,2022-09-19,Update,1,32,22,distributed/home.rst  
9ce02f83c,Svetlana Karslioglu,2022-08-19,Update,1,115,24,distributed/home.rst  
11533db05,Svetlana Karslioglu,2022-08-11,Updated card,1,14,31,distributed/home.rst  
20712ff82,Svetlana Karslioglu,2022-08-10,Update,1,3,,_static/css/custom.css  
6d724dcaa,Svetlana Karslioglu,2022-08-10,Update,1,13,18,_static/css/custom.css  
930a794c9,Svetlana Karslioglu,2022-09-19,Rebase,1,2,2,requirements.txt  
cfefbb267,Svetlana Karslioglu,2022-08-09,Add Distributed tutorials landing page,4,159,8,_static/css/custom.css conf.py distributed/home.rst index.rst  
1125546f8,krisselberg,2022-09-19,"Fixed small typo in code block (TorchTec"" -> ""TorchRec"") (#2041)""",1,1,1,intermediate_source/torchrec_tutorial.rst  
b20242033,clee2000,2022-09-16,[ci] Run all python files in the *_source folders (#2034),4,63,55,.jenkins/build.sh .jenkins/metadata.json .jenkins/validate_tutorials_built.py conf.py  
e87a735d0,moto,2022-09-15,Enable intersphinx_mapping to PyTorch and domain libraries (#2038),1,7,,conf.py  
339a6873a,bub3690,2022-09-15,Fix typo in audio_data_augmentation_tutorial.(#2028),1,2,2,beginner_source/audio_data_augmentation_tutorial.py  
3f8be2398,Svetlana Karslioglu,2022-09-14,Update runtime.txt (#2039),1,1,1,runtime.txt  
ed64264b9,Driss Guessous,2022-09-12,Update nestedtensor to_padded calls (#2036),1,6,6,prototype_source/nestedtensor.py  
ce59112c1,Svetlana Karslioglu,2022-09-12,Update cpp_autograd.rst (#2035),1,1,1,advanced_source/cpp_autograd.rst  
f1359faad,clee2000,2022-09-09,[ci] script to validate tutorials were built in > 0 sec (#2031),2,104,,.jenkins/build.sh .jenkins/validate_tutorials_built.py  
5524d54c2,clee2000,2022-09-08,quiet wget (#2032),1,14,14,Makefile  
cc39b0809,andrewor14,2022-09-06,"Fix quantization tutorials (imports,syntax,and style) (#1772)",2,77,84,advanced_source/static_quantization_tutorial.rst prototype_source/fx_graph_mode_ptq_static.rst  
9fb9f475e,SiftingSands,2022-09-06,DQN tutorial fixes (#2026),1,5,5,intermediate_source/reinforcement_q_learning.py  
08cc9b5b5,Mustafa Çavuşoğlu,2022-09-06,Typo fix 'FDSP' --> 'FSDP' (#2029),1,1,1,intermediate_source/FSDP_tutorial.rst  
4918fe4bf,Paul Haider,2022-08-31,Add missing backslash in math formula (#2023),1,1,1,beginner_source/examples_nn/polynomial_module.py  
5f10e9972,Aditya Punetha,2022-08-30,Update autograd_tutorial.py (#2021),1,4,3,beginner_source/blitz/autograd_tutorial.py  
8e0cd4126,Nikita Shulga,2022-08-29,Update sphinx-gallery version to 0.11.1 (#2020),2,2,1,conf.py requirements.txt  
e94601a71,Nikita Shulga,2022-08-29,Fix typos in flask_rest_api_tutorial,1,3,3,intermediate_source/flask_rest_api_tutorial.py  
e1ea05e56,Nikita Shulga,2022-08-27,Pin ray version to 1.13.0 (#2019),1,1,1,requirements.txt  
4cc9db485,Max Balandat,2022-08-23,Fix aspect ratio of Ax logo (#2016),1,0,0,_static/img/ax_logo.png  
88b5e241a,Nikita Shulga,2022-08-22,Update doctools.js to one from sphinx-5.1.1 (#2017),1,198,247,_static/doctools.js  
f16efbc94,Max Balandat,2022-08-21,Fixes to Ax MOO NAS tutorial (#2013),3,6,6,_static/img/ax_logo.png index.rst intermediate_source/ax_multiobjective_nas_tutorial.py  
ebce10340,Max Balandat,2022-08-19,Add new tutorial: Multi-Objective NAS with Ax (#2006),7,709,2,.jenkins/metadata.json _static/img/ax_scheduler_illustration.png conf.py index.rst intermediate_source/ax_multiobjective_nas_tutorial.py intermediate_source/mnist_train_nas.py requirements.txt  
8b8e5d901,Nikita Shulga,2022-08-19,get_files_to_run shoudl handle extra files,1,23,9,.jenkins/get_files_to_run.py  
57bb87c90,ptrblck,2022-08-18,Add nvFuser tutorial for PyTorch 1.12.0 (#1968),12,694,1,_static/img/nvfuser_intro/nvfuser_transformer_block.png _static/img/nvfuser_intro/nvfuser_tutorial_0.png _static/img/nvfuser_intro/nvfuser_tutorial_1.png _static/img/nvfuser_intro/nvfuser_tutorial_2.png _static/img/nvfuser_intro/nvfuser_tutorial_3.png _static/img/nvfuser_intro/nvfuser_tutorial_4.png _static/img/nvfuser_intro/nvfuser_tutorial_5.png _static/img/nvfuser_intro/nvfuser_tutorial_6.png index.rst intermediate_source/README.txt intermediate_source/nvfuser_intro_tutorial.py requirements.txt  
3441eb136,Svetlana Karslioglu,2022-08-18,Add a link to mnist_sample notebook (#2012),1,1,1,beginner_source/nn_tutorial.py  
0c76acc9c,Terri,2022-08-16,fix typos in speech_recognition_pipeline_tutorial.py (#2009),1,2,2,intermediate_source/speech_recognition_pipeline_tutorial.py  
86aca7dc1,Nikita Shulga,2022-08-12,Add functorch to requirements (#2003),1,1,2,requirements.txt  
d57f98cf5,Nikita Shulga,2022-08-12,Add argparse to get_files_to_run (#2004),1,15,6,.jenkins/get_files_to_run.py  
285073782,Nikita Shulga,2022-08-11,Cleanup build.sh (#2000),2,2,13,.jenkins/build.sh requirements.txt  
ff9f10fe3,Shivam Pande,2022-08-11,Grammatically updated the tutorial (#1999),1,2,2,beginner_source/Intro_to_TorchScript_tutorial.py  
770665f50,Yoni Chechik,2022-08-10,"torchvision tutorial: update deprecated `pretrained=True` to `weights=DEFAULT""` (#1998)""",1,4,4,intermediate_source/torchvision_tutorial.rst  
d5f7a40ea,sliorde,2022-08-03,rename confusing variable name in LM tutorial (#1953),1,7,7,beginner_source/transformer_tutorial.py  
ae227204a,Yifan Shen,2022-08-02,add nested tensor tutorial (#1975),2,507,5,prototype_source/nestedtensor.py prototype_source/prototype_index.rst  
5ded1fa9b,priyaramani,2022-08-02,Fix data preprocessing for chatbot tutorial (#1992),3,39,51,Makefile beginner_source/chatbot_tutorial.py beginner_source/colab.rst  
47a91e0fa,Vasilis Vryniotis,2022-08-02,Fix torchvision tutorial (#1994),1,2,1,intermediate_source/torchvision_tutorial.rst  
2be29e477,eqy,2022-08-01,check in (#1947),1,6,6,recipes_source/recipes/amp_recipe.py  
a84816deb,moto,2022-08-01,Update forced alignment tutorial (#1988),1,272,242,intermediate_source/forced_alignment_with_torchaudio_tutorial.py  
4132e11e3,moto,2022-08-01,Fix audio data augmentation tutorial (#1987),1,4,4,beginner_source/audio_data_augmentation_tutorial.py  
7976ab181,Nikita Shulga,2022-07-29,Update spaCy model download to full name (#1338),3,8,8,.circleci/scripts/build_for_windows.sh .jenkins/build.sh requirements.txt  
dde066ce3,Svetlana Karslioglu,2022-07-29,Create captumyt.py,1,1,1,beginner_source/introyt/captumyt.py  
90a4763a3,Svetlana Karslioglu,2022-07-29,Upgrading sphinx and sphinx-gallery (#1984),3,9,7,conf.py custom_directives.py requirements.txt  
01a0ab2ff,AlvaroH1276,2022-07-23,Grammatically updated the tutorial of torchrec (#1972),1,2,2,intermediate_source/torchrec_tutorial.rst  
951f3a859,Svetlana Karslioglu,2022-07-20,Update edit-ongithub-note (#1985),13,17,11,_static/pencil-16.png advanced_source/generic_join.rst advanced_source/rpc_ddp_tutorial.rst beginner_source/dist_overview.rst conf.py intermediate_source/FSDP_tutorial.rst intermediate_source/ddp_tutorial.rst intermediate_source/dist_pipeline_parallel_tutorial.rst intermediate_source/dist_tuto.rst intermediate_source/process_group_cpp_extension_tutorial.rst intermediate_source/rpc_async_execution.rst intermediate_source/rpc_param_server_tutorial.rst intermediate_source/rpc_tutorial.rst  
a885873ab,Michael Gschwind,2022-07-18,"Move better transformer tutorial,update index (#1982)",2,12,12,beginner_source/bettertransformer_tutorial.rst index.rst  
c39df02eb,Andrew Gu,2022-07-15,Minor math render fix (#1977),1,2,2,intermediate_source/autograd_saved_tensors_hooks_tutorial.py  
72b0ca7c6,Michael Gschwind,2022-07-15,Update google colab link (#1981),1,1,1,intermediate_source/bettertransformer_tutorial.rst  
611a688c2,Andrew Gu,2022-07-15,Minor fixes for distributed tutorials (#1978),2,2,2,beginner_source/dist_overview.rst intermediate_source/dist_tuto.rst  
6c3b79d41,Michael Gschwind,2022-07-14,BetterTransformer tutorial (#1976),3,258,,_static/img/thumbnails/cropped/pytorch-logo.png index.rst intermediate_source/bettertransformer_tutorial.rst  
8cb5c3a9a,Nikita Shulga,2022-07-13,Re-enable tensorboard_profiler_tutorial.py (#1974),1,1,1,.jenkins/build.sh  
ab8975c67,Svetlana Karslioglu,2022-07-12,Add a link to the Examples landing page (#1970),1,3,3,index.rst  
38c0aa597,Svetlana Karslioglu,2022-07-11,Update FSDP advanced training (#1969),2,162,51,index.rst intermediate_source/FSDP_adavnced_tutorial.rst  
091802395,Hamid Shojanazeri,2022-07-07,Fsdp advanced tutorial (#1959),1,602,,intermediate_source/FSDP_adavnced_tutorial.rst  
8c4f244d3,Nikita Shulga,2022-07-06,[CI] Delete trusty PGP key install (#1966),2,6,,.circleci/config.yml .circleci/config.yml.in  
8eb9a3f53,Vasiliy Kuznetsov,2022-06-06,Add FX Numeric Suite Core APIs tutorial,1,231,,prototype_source/fx_numeric_suite_tutorial.py  
2270a9325,Nikita Shulga,2022-06-28,Remove functorch from requirements,1,2,1,requirements.txt  
f48ba3169,moto,2022-06-08,Update audio tutorials for 0.12,6,1052,1043,beginner_source/audio_data_augmentation_tutorial.py beginner_source/audio_datasets_tutorial.py beginner_source/audio_feature_augmentation_tutorial.py beginner_source/audio_feature_extractions_tutorial.py beginner_source/audio_io_tutorial.py beginner_source/audio_resampling_tutorial.py  
61650b037,Svetlana Karslioglu,2022-06-28,Update dynamic_quantization_tutorial.py (#1956),1,1,1,advanced_source/dynamic_quantization_tutorial.py  
c2575d1b9,Ma Mingfei,2022-06-28,Update memory_format_tutorial.py (#1925),1,7,1,intermediate_source/memory_format_tutorial.py  
bc11e8f24,Nayef Ahmed,2022-06-22,Updated URLs for dataset (#1955),1,7,1,beginner_source/translation_transformer.py  
faf2c476f,moto,2022-06-21,Remove namedtensor tutorial (#1952),1,545,,intermediate_source/named_tensor_tutorial.py  
74b196aa4,Sameer Indarapu,2022-06-20,Fix typo in profiler recipe (#1931),1,1,1,recipes_source/recipes/profiler_recipe.py  
46e472697,Hugo,2022-06-20,Add example on how to run DDP with PyTorch elastic (#1948),1,77,,intermediate_source/ddp_tutorial.rst  
8a33b50e2,tornikeo,2022-06-14,Fix typo in polynomial_nn.py (#1940),1,1,1,beginner_source/examples_nn/polynomial_nn.py  
6e124116a,clee2000,2022-06-09,pin gym to 0.24.0 (#1942),1,1,1,requirements.txt  
bac07c724,Kevin Moore,2022-06-03,Fix matmul resizing UserWarning (#1932),1,1,1,beginner_source/basics/tensorqs_tutorial.py  
599234a9a,sanchitintel,2022-06-01,Add info on oneDNN Graph to the tuning guide (#1929),1,37,,recipes_source/recipes/tuning_guide.py  
f5a6007f8,Svetlana Karslioglu,2022-06-01,"Revert Fixed typo (#1933)"" (#1934)""",1,1,1,beginner_source/audio_io_tutorial.py  
e63af545e,Jeff Nunn,2022-05-31,Fixed typo (#1933),1,1,1,beginner_source/audio_io_tutorial.py  
2ab436af5,Oliver Sabler,2022-05-26,Fix broken link in Reinforcement Learning Tutorial (#1928),1,3,3,intermediate_source/reinforcement_q_learning.py  
7f81ee9a9,Svetlana Karslioglu,2022-05-24,Add banner prototype tutorials (#1920),1,11,,_templates/layout.html  
70393d4fa,Danielle Pintz,2022-05-24,Update ddp_tutorial.rst (#1871),1,16,15,intermediate_source/ddp_tutorial.rst  
e086db650,Less Wright,2022-05-24,update dist.reduce to proper dist.all_reduce (#1926),1,4,4,intermediate_source/FSDP_tutorial.rst  
d909b5d2f,Nikita Shulga,2022-05-22,[CI] Rewrite `get_all_files` to use `Path.glob`,1,5,13,.jenkins/get_files_to_run.py  
d1f4760df,Nikita Shulga,2022-05-20,[BE] Small cleanup in get_files_to_run (#1923),2,31,9,.jenkins/get_files_to_run.py .jenkins/test_files_to_run.py  
458285f5e,clee2000,2022-05-20,spaces instead of newlines (#1924),1,1,1,.jenkins/get_files_to_run.py  
72f72b585,Svetlana Karslioglu,2022-05-13,Add the sharding tutorial to index.rst (#1917),2,29,19,advanced_source/sharding.rst index.rst  
b981afccf,ftorres16,2022-05-12,"fix: typo archtecture"" to ""architecture"" (#1916)""",1,2,2,advanced_source/static_quantization_tutorial.rst  
d594a144a,clee2000,2022-05-11,try to query for docker tag (#1915),3,19,2,.circleci/config.yml .circleci/config.yml.in .jenkins/get_docker_tag.py  
ae7458373,Yazhi Gao,2022-05-10,sharding tutorial for torchrec (#1913),1,335,,advanced_source/sharding.rst  
99dd93d84,davidgeorgewilliams,2022-05-10,Update introyt1_tutorial.py (#1914),1,1,1,beginner_source/introyt/introyt1_tutorial.py  
e26e96be2,Osman Asif Malik,2022-05-06,Fix broken link (#1912),1,1,1,beginner_source/dcgan_faces_tutorial.py  
9b751a7bc,clee2000,2022-05-06,[ci] convert sharding from bash to python (#1910),6,183,127,.circleci/config.yml .circleci/regenerate.py .jenkins/build.sh .jenkins/get_files_to_run.py .jenkins/metadata.json .jenkins/remove_runnable_code.py  
e2e5cb46b,clee2000,2022-05-04,generate .circleci/config.yml from template (#1909),3,435,143,.circleci/config.yml .circleci/config.yml.in .circleci/regenerate.py  
75759904d,Nikita Shulga,2022-05-03,[CircleCI] Make PR build manager dependent on few worker jobs(#1908),1,4,,.circleci/config.yml  
f383df729,Chenxing Luo,2022-05-03,Update neural_networks_tutorial.py (#1900),1,1,1,beginner_source/blitz/neural_networks_tutorial.py  
6be331bbb,Dinesh Ladi,2022-04-30,updated loading data recipe to use latest api of torchaudio.datasets.YESNO (#1903),1,2,6,recipes_source/recipes/loading_data_recipe.py  
b6e9f3ad6,Nikita Shulga,2022-04-21,Fix one more typo,1,1,1,beginner_source/introyt/autogradyt_tutorial.py  
d7ea223dd,Nikita Shulga,2022-04-21,Fix typo (#1897),1,1,1,beginner_source/introyt/autogradyt_tutorial.py  
b9fd81c2c,Nikita Shulga,2022-04-21,Create pytorch-probot.yml,1,1,,.github/pytorch-probot.yml  
8df0186fb,Jack Chih-Hsu Lin,2022-04-18,"Changed the typo of image format NCHW"" (#1892)""",1,1,1,intermediate_source/memory_format_tutorial.py  
5b90ecdf7,Holly Sweeney,2022-04-17,Added new torchserve tutorial to the what's new section (#1891),1,1,,index.rst  
271b83a59,min-jean-cho,2022-04-15,TorchServe IPEX blog(#1880),34,403,1,_static/img/torchserve-ipex-images/1.png _static/img/torchserve-ipex-images/10.png _static/img/torchserve-ipex-images/11.gif _static/img/torchserve-ipex-images/12.png _static/img/torchserve-ipex-images/13.png _static/img/torchserve-ipex-images/14.png _static/img/torchserve-ipex-images/15.png _static/img/torchserve-ipex-images/16.png _static/img/torchserve-ipex-images/17.png _static/img/torchserve-ipex-images/18.png _static/img/torchserve-ipex-images/19.png _static/img/torchserve-ipex-images/1_.png _static/img/torchserve-ipex-images/2.png _static/img/torchserve-ipex-images/20.gif _static/img/torchserve-ipex-images/21.png _static/img/torchserve-ipex-images/22.png _static/img/torchserve-ipex-images/23.png _static/img/torchserve-ipex-images/24.png _static/img/torchserve-ipex-images/25.png _static/img/torchserve-ipex-images/26.gif _static/img/torchserve-ipex-images/27.png _static/img/torchserve-ipex-images/28.png _static/img/torchserve-ipex-images/29.png _static/img/torchserve-ipex-images/3.png _static/img/torchserve-ipex-images/30.png _static/img/torchserve-ipex-images/31.png _static/img/torchserve-ipex-images/4.png _static/img/torchserve-ipex-images/5.png _static/img/torchserve-ipex-images/6.png _static/img/torchserve-ipex-images/7.png _static/img/torchserve-ipex-images/8.png _static/img/torchserve-ipex-images/9.gif index.rst intermediate_source/torchserve_with_ipex.rst  
ca3f0b2c1,Nikita Shulga,2022-04-14,Update runners to recommended ubuntu-2004 (#1854),1,8,2,.circleci/config.yml  
8b0894ede,Holly Sweeney,2022-04-12,Add github links to distributed tutorials (#1884),11,29,2,advanced_source/generic_join.rst advanced_source/rpc_ddp_tutorial.rst beginner_source/dist_overview.rst intermediate_source/FSDP_tutorial.rst intermediate_source/ddp_tutorial.rst intermediate_source/dist_pipeline_parallel_tutorial.rst intermediate_source/dist_tuto.rst intermediate_source/process_group_cpp_extension_tutorial.rst intermediate_source/rpc_async_execution.rst intermediate_source/rpc_param_server_tutorial.rst intermediate_source/rpc_tutorial.rst  
ce8670339,jems-lee,2022-04-12,Fix typos (#1887),1,2,2,beginner_source/introyt/modelsyt_tutorial.py  
1d9dc2537,Nikita Shulga,2022-04-12,Update Copyright notice to 2022 (#1886),2,2,2,LICENSE conf.py  
7b2d5dd48,Nikita Shulga,2022-04-12,Use CircleCI docker+nvidia capable images (#1885),1,6,37,.circleci/config.yml  
aab1daeb6,Holly Sweeney,2022-04-12,Add a basic what's new list to the tutorials homepage (#1883),1,9,,index.rst  
e6cad978f,Nikita Shulga,2022-04-06,Escape backslash in examples_autograd inline math (#1881),1,2,2,beginner_source/examples_autograd/polynomial_custom_function.py  
c577cffc5,Holly Sweeney,2022-04-04,Update pillow version in build.sh (#1873),1,1,1,.jenkins/build.sh  
70a05c034,Holly Sweeney,2022-03-29,Pin jinja2 version (#1874),1,1,,requirements.txt  
6e21cf2e8,Holly Sweeney,2022-03-24,Add new FSDP tutorial to the left nav (#1870),1,1,,index.rst  
cda858807,Oren Amsalem,2022-03-24,switch format to f-string (#1866),1,5,7,beginner_source/transfer_learning_tutorial.py  
4c27d25cc,Hamid Shojanazeri,2022-03-23,Fsdp code fixes (#1867),1,28,15,intermediate_source/FSDP_tutorial.rst  
62ff2fd68,Holly Sweeney,2022-03-22,Add youtube video to torchrec tutorial (#1864),1,20,14,intermediate_source/torchrec_tutorial.rst  
1e29d95a5,Hamid Shojanazeri,2022-03-22,fix the blog link (#1865),1,1,1,intermediate_source/FSDP_tutorial.rst  
021ee9615,Danielle Pintz,2022-03-22,Update dist_tuto.rst (#1862),1,13,13,intermediate_source/dist_tuto.rst  
dfec36ea3,Hamid Shojanazeri,2022-03-21,fix the author name link issue (#1863),1,1,1,intermediate_source/FSDP_tutorial.rst  
fe5674f74,Hamid Shojanazeri,2022-03-17,FSDP tutorial (#1861),7,430,,_static/img/distributed/DDP_memory.gif _static/img/distributed/FSDP_autowrap.gif _static/img/distributed/FSDP_memory.gif _static/img/distributed/fsdp_workflow.png _static/img/thumbnails/cropped/Getting-Started-with-FSDP.png index.rst intermediate_source/FSDP_tutorial.rst  
07483e0b1,Richard Zou,2022-03-15,Update forward-ad tutorial to mention the functional API (#1776),2,72,,intermediate_source/forward_ad_usage.py requirements.txt  
77a0912fd,dependabot[bot],2022-03-14,Bump pillow from 9.0.0 to 9.0.1 in /.devcontainer (#1856),1,1,1,.devcontainer/requirements.txt  
18a964434,parmeet,2022-03-13,add explicit instructions to install torchdata (#1859),5,19,9,advanced_source/ddp_pipeline.py beginner_source/text_sentiment_ngrams_tutorial.py beginner_source/transformer_tutorial.py beginner_source/translation_transformer.py intermediate_source/pipeline_tutorial.py  
9b045958d,Nikita Shulga,2022-03-12,Update default python to 3.7 (#1855),3,13,7,.circleci/config.yml .jenkins/build.sh requirements.txt  
42093e4c9,Nikita Shulga,2022-03-11,Update audio_feature_extractions_tutorial.py (#1858),1,2,2,beginner_source/audio_feature_extractions_tutorial.py  
a724d5897,Nikita Shulga,2022-03-11,"Revert Update README.md""""",1,1,1,README.md  
f3f9aae6a,Nikita Shulga,2022-03-11,"Revert Update build.sh (#1853)""""",1,4,,.jenkins/build.sh  
fc8c2cd98,Brian Johnson,2022-03-11,Update build.sh (#1853),1,4,,.jenkins/build.sh  
92f01e1cc,Brian Johnson,2022-03-10,Update README.md,1,1,1,README.md  
9321af450,moto,2022-03-10,Update Wav2Vec2 ASR tutorial (#1848),1,83,92,intermediate_source/speech_recognition_pipeline_tutorial.py  
755e2a5ef,Steven Walton,2022-03-09,Fixing timing scheme in cpp_extension tutorial (#1851),1,2,2,advanced_source/cpp_extension.rst  
c8f730cb7,Nayef Ahmed,2022-03-08,Updated text classification tutorial to work with torchtext 0.12.0 release (#1847),1,20,21,beginner_source/text_sentiment_ngrams_tutorial.py  
724ce1ca8,Woongjun Choi,2022-03-08,modify spelling (#1845),1,2,2,recipes_source/recipes/saving_and_loading_a_general_checkpoint.py  
0fd10e6c5,Alexis Gatignol,2022-03-02,normalize pathnames to fix issue 1830 (#1831),1,1,1,intermediate_source/speech_command_classification_with_torchaudio_tutorial.py  
2a8e6b5c0,Wesley A. Cheng,2022-02-28,Upgrade to f-strings (#1807),1,5,5,beginner_source/basics/autogradqs_tutorial.py  
2f68be065,Wesley A. Cheng,2022-02-28,Upgrade to f-strings (#1806),1,3,3,beginner_source/basics/buildmodel_tutorial.py  
6cd0e06fe,Brian Johnson,2022-02-25,Brianjo torchrec update (#1838),3,33,16,_static/img/thumbnails/torchrec.png index.rst intermediate_source/torchrec_tutorial.rst  
9fa30812d,Nikita Shulga,2022-02-25,Make codesamples from TorchRec tutorial correct,1,4,4,intermediate_source/torchrec_tutorial.rst  
7580ca154,Nikita Shulga,2022-02-24,"Revert Update build.sh (#1832)"" (#1837)""",1,1,4,.jenkins/build.sh  
e0eb76a42,Nikita Shulga,2022-02-24,Fix links in TorchRec tutorial (#1835),1,27,26,intermediate_source/torchrec_tutorial.rst  
1f0b6d904,Yang Yang(Tony),2022-02-24,Update dist_tuto.rst (#1820),1,1,1,intermediate_source/dist_tuto.rst  
cef13d2b3,Nikita Shulga,2022-02-24,"Revert Enables intermediate_source/model_parallel_tutorial.py for testing (#1833)"" (#1834)""",1,2,2,.jenkins/build.sh  
ba618b330,Nikita Shulga,2022-02-24,Sync PR and master builder resource classes,1,3,,.circleci/config.yml  
776c42e29,Brian Johnson,2022-02-24,Enables intermediate_source/model_parallel_tutorial.py for testing (#1833),1,2,2,.jenkins/build.sh  
a9c4fefe3,Colin Taylor,2022-02-24,[torchrec] [tutorial] add introduction to torchrec tutorial to pytorch/tutorials (#1829),1,237,,intermediate_source/torchrec_tutorial.rst  
960e66eb5,Brian Johnson,2022-02-24,Update build.sh (#1832),1,4,1,.jenkins/build.sh  
bb3523fe0,Andrey Talman,2022-02-18,Documenting cuda 11.5 windows issue (#1826),1,21,,advanced_source/cpp_extension.rst  
ebef6349c,Nikita Shulga,2022-02-11,[CircleCI] Change runner type (#1822),1,4,1,.circleci/config.yml  
feab8fd68,Tristan Rice,2022-02-08,intermediate/realtime_rpi: updated with benchmarks + feedback (#1823),1,94,8,intermediate_source/realtime_rpi.rst  
5bc5b94fb,Tristan Rice,2022-02-08,intermediate/realtime_rpi: a tutorial on realtime CV inference on a raspberry pi (#1821),3,267,,_static/img/thumbnails/cropped/realtime_rpi.png index.rst intermediate_source/realtime_rpi.rst  
0a6eb8237,Yonghye Kwon,2022-02-05,set cudnn.benchmark to True for speed up training process (#1811),1,2,,beginner_source/transfer_learning_tutorial.py  
237311d4e,dependabot[bot],2022-02-03,Bump pillow from 8.3.2 to 9.0.0 (#1793),1,1,1,requirements.txt  
494b0028d,dependabot[bot],2022-02-03,Bump pillow from 8.3.2 to 9.0.0 in /.devcontainer (#1794),1,1,1,.devcontainer/requirements.txt  
f7b5f1fda,Less Wright,2022-02-03,update 'TODO link' with working link for Conv-BN FX Fusion tutorial (#1815),1,1,1,intermediate_source/fx_profiling_tutorial.py  
030a8e8fa,Wesley A. Cheng,2022-02-02,Remove unused argument (#1805),1,1,1,beginner_source/basics/data_tutorial.py  
a6680ba48,Wesley A. Cheng,2022-02-02,Migrate to f-strings (#1803),1,5,5,beginner_source/basics/tensorqs_tutorial.py  
8dddccc4c,Wesley A. Cheng,2022-02-02,Remove Unused Libraries and Convert to f-strings (#1802),1,3,4,beginner_source/basics/quickstart_tutorial.py  
1db1c1ce9,mrshenli,2022-02-01,Add tutorial for ProcessGroup extensions (#1798),3,299,3,_static/img/thumbnails/cropped/Customize-Process-Group-Backends-Using-Cpp-Extensions.png index.rst intermediate_source/process_group_cpp_extension_tutorial.rst  
f769bed03,Nikita Shulga,2022-02-01,Disable Windows tutorial builders (#1813),1,44,45,.circleci/config.yml  
444fbd16f,Jake Tae,2022-01-20,docs: fix typo operatos -> operators (#1795),1,2,2,intermediate_source/memory_format_tutorial.py  
f2579c6f4,Sai Kandregula,2022-01-19,fix case of torch.nn.Module (#1791),1,1,1,beginner_source/introyt/autogradyt_tutorial.py  
6fa035e7c,Holly Sweeney,2022-01-14,Update modelsyt_tutorial.py (#1796),1,1,1,beginner_source/introyt/modelsyt_tutorial.py  
86abcf48b,Holly Sweeney,2022-01-14,Update introyt1_tutorial.py (#1789),1,1,1,beginner_source/introyt/introyt1_tutorial.py  
eee75643b,cccclai,2022-01-12,Fix the title format for tracing-based selective build (#1790),1,4,1,prototype_source/tracing_based_selective_build.rst  
92ca05f9d,cosmosincognito,2022-01-11,Update README.txt (#1788),1,1,1,intermediate_source/README.txt  
1a83ceb95,Tian,Feng,2022-01-11,Add Intel Neural Compressor for PyTorch quantization recipes (#1765),2,382,recipes_source/intel_neural_compressor_for_pytorch.rst recipes_source/recipes_index.rst  
250f74190,Holly Sweeney,2022-01-10,Update autograd_tutorial.py (#1787),1,5,5,beginner_source/blitz/autograd_tutorial.py  
cc9d6ad65,Sai Kandregula,2022-01-10,Fix typo (#1786),1,1,1,beginner_source/basics/optimization_tutorial.py  
cf97ee481,Andrei Alexandru,2022-01-07,"Fix small typo: propogate"" -> ""propagate"" (#1784)""",1,1,1,beginner_source/nlp/sequence_models_tutorial.py  
48d1b22f6,Aman Atman,2022-01-06,Update dcgan_faces_tutorial.py (#1783),1,1,1,beginner_source/dcgan_faces_tutorial.py  
563162ab6,Wesley A. Cheng,2022-01-03,upgrade to f-strings (#1753),1,11,14,beginner_source/blitz/cifar10_tutorial.py  
b9f9e5a1c,Ilya Persky,2021-12-28,Fix the number in example (#1777),1,1,1,beginner_source/examples_nn/dynamic_net.py  
9020fe35a,Viacheslav Kovalevskyi,2021-12-28,Misc updates to the autograd tutorial (#1697),1,7,2,beginner_source/blitz/autograd_tutorial.py  
b1d8993ad,Holly Sweeney,2021-12-21,Update nn_tutorial.py (#1774),1,3,4,beginner_source/nn_tutorial.py  
0e39ee6c1,Léopold Maillard,2021-12-21,export to torchscript section in saving/loading models tutorial (#1682),1,36,,beginner_source/saving_loading_models.py  
0ccfbf004,Holly Sweeney,2021-12-20,Update data_loading_tutorial.py (#1773),1,7,2,beginner_source/data_loading_tutorial.py  
6d0f524c8,Omar Younis,2021-12-20,fix typo in advanced_tutorial.py (#1770),1,1,1,beginner_source/nlp/advanced_tutorial.py  
b7879054f,Yi Zhang,2021-12-16,keep \n in echo (#1769),1,1,1,.circleci/scripts/build_for_windows.sh  
177c03fbd,Holly Sweeney,2021-12-15,Fix cheat sheet typo that causes ImportError (#1768),1,1,1,beginner_source/ptcheat.rst  
aecb73d1d,Holly Sweeney,2021-12-14,Update torch_script_custom_ops.rst (#1767),1,2,2,advanced_source/torch_script_custom_ops.rst  
657f1382f,Aashwin Sharma,2021-12-15,Fix typo (#1759),1,1,1,beginner_source/former_torchies/autograd_tutorial_old.py  
4be0618e4,Holly Sweeney,2021-12-14,Correct name of registered operator (#1766),1,1,1,advanced_source/torch_script_custom_ops.rst  
f442f270f,Holly Sweeney,2021-12-14,Fix rendering of images in tutorials matrix (#1764),1,7,7,index.rst  
1fdf1cd03,soulitzer,2021-12-07,Fix forward AD tutorial directory and add to index (#1758),2,16,2,index.rst intermediate_source/forward_ad_usage.py  
796013c10,soulitzer,2021-12-02,Add forward AD tutorial (#1746),1,170,,forward_ad_usage.py  
